accession	tissue_raw	tissue_category
SAMN39205977	Leaf tissue from V4 stage	leaf
SAMN39205976	Leaf tissue from V4 stage	leaf
SAMN39205975	Leaf tissue from V4 stage	leaf
SAMN39205974	Leaf tissue from V4 stage	leaf
SAMN39205973	Leaf tissue from V4 stage	leaf
SAMN39205972	Leaf tissue from V4 stage	leaf
SAMN39205971	Leaf tissue from V4 stage	leaf
SAMN39205970	Leaf tissue from V4 stage	leaf
SAMN39205969	Leaf tissue from V4 stage	leaf
SAMN39205968	Leaf tissue from V4 stage	leaf
SAMN39205967	Leaf tissue from V4 stage	leaf
SAMN39205966	Leaf tissue from V4 stage	leaf
SAMN39205965	Leaf tissue from V4 stage	leaf
SAMN39205964	Leaf tissue from V4 stage	leaf
SAMN39205963	Leaf tissue from V4 stage	leaf
SAMN39205962	Leaf tissue from V4 stage	leaf
SAMN39205961	Leaf tissue from V4 stage	leaf
SAMN39205960	Leaf tissue from V4 stage	leaf
SAMN39205959	Leaf tissue from V4 stage	leaf
SAMN39205958	Leaf tissue from V4 stage	leaf
SAMN39205957	Leaf tissue from V4 stage	leaf
SAMN39205956	Leaf tissue from V4 stage	leaf
SAMN39205955	Leaf tissue from V4 stage	leaf
SAMN39205954	Leaf tissue from V4 stage	leaf
SAMN39205953	Leaf tissue from V4 stage	leaf
SAMN39205952	Leaf tissue from V4 stage	leaf
SAMN39205951	Leaf tissue from V4 stage	leaf
SAMN39205950	Leaf tissue from V4 stage	leaf
SAMN39205949	Leaf tissue from V4 stage	leaf
SAMN39205948	Leaf tissue from V4 stage	leaf
SAMN39205947	Leaf tissue from V4 stage	leaf
SAMN39205946	Leaf tissue from V4 stage	leaf
SAMN39205945	Leaf tissue from V4 stage	leaf
SAMN39205944	Leaf tissue from V4 stage	leaf
SAMN39205943	Leaf tissue from V4 stage	leaf
SAMN39205942	Leaf tissue from V4 stage	leaf
SAMN39205941	Leaf tissue from V4 stage	leaf
SAMN39205940	Leaf tissue from V4 stage	leaf
SAMN39205939	Leaf tissue from V4 stage	leaf
SAMN39205938	Leaf tissue from V4 stage	leaf
SAMN39205937	Leaf tissue from V4 stage	leaf
SAMN39205936	Leaf tissue from V4 stage	leaf
SAMN39205935	Leaf tissue from V4 stage	leaf
SAMN39205934	Leaf tissue from V4 stage	leaf
SAMN39205933	Leaf tissue from V4 stage	leaf
SAMN39205932	Leaf tissue from V4 stage	leaf
SAMN39205931	Leaf tissue from V4 stage	leaf
SAMN39205930	Leaf tissue from V4 stage	leaf
SAMN39205929	Leaf tissue from V4 stage	leaf
SAMN39205928	Leaf tissue from V4 stage	leaf
SAMN39205927	Leaf tissue from V4 stage	leaf
SAMN39205926	Leaf tissue from V4 stage	leaf
SAMN39205925	Leaf tissue from V4 stage	leaf
SAMN39205924	Leaf tissue from V4 stage	leaf
SAMN39205923	Leaf tissue from V4 stage	leaf
SAMN39205922	Leaf tissue from V4 stage	leaf
SAMN39205921	Leaf tissue from V4 stage	leaf
SAMN39205920	Leaf tissue from V4 stage	leaf
SAMN39205919	Leaf tissue from V4 stage	leaf
SAMN39205918	Leaf tissue from V4 stage	leaf
SAMN39205917	Leaf tissue from V4 stage	leaf
SAMN39205916	Leaf tissue from V4 stage	leaf
SAMN39205915	Leaf tissue from V4 stage	leaf
SAMN39205914	Leaf tissue from V4 stage	leaf
SAMN39205913	Leaf tissue from V4 stage	leaf
SAMN39205912	Leaf tissue from V4 stage	leaf
SAMN39205911	Leaf tissue from V4 stage	leaf
SAMN39205910	Leaf tissue from V4 stage	leaf
SAMN39205909	Leaf tissue from V4 stage	leaf
SAMN39205908	Leaf tissue from V4 stage	leaf
SAMN39205907	Leaf tissue from V4 stage	leaf
SAMN39205906	Leaf tissue from V4 stage	leaf
SAMN39205905	Leaf tissue from V4 stage	leaf
SAMN39205904	Leaf tissue from V4 stage	leaf
SAMN39205903	Leaf tissue from V4 stage	leaf
SAMN39205902	Leaf tissue from V4 stage	leaf
SAMN39205901	Leaf tissue from V4 stage	leaf
SAMN39205900	Leaf tissue from V4 stage	leaf
SAMN39205899	Leaf tissue from V4 stage	leaf
SAMN39205898	Leaf tissue from V4 stage	leaf
SAMN39205897	Leaf tissue from V4 stage	leaf
SAMN39205896	Leaf tissue from V4 stage	leaf
SAMN39205895	Leaf tissue from V4 stage	leaf
SAMN39205894	Leaf tissue from V4 stage	leaf
SAMN39205893	Leaf tissue from V4 stage	leaf
SAMN39205892	Leaf tissue from V4 stage	leaf
SAMN39205891	Leaf tissue from V4 stage	leaf
SAMN39205890	Leaf tissue from V4 stage	leaf
SAMN39205889	Leaf tissue from V4 stage	leaf
SAMN39205888	Leaf tissue from V4 stage	leaf
SAMN39205887	Leaf tissue from V4 stage	leaf
SAMN39205886	Leaf tissue from V4 stage	leaf
SAMN39205885	Leaf tissue from V4 stage	leaf
SAMN39205884	Leaf tissue from V4 stage	leaf
SAMN39205883	Leaf tissue from V4 stage	leaf
SAMN39205882	Leaf tissue from V4 stage	leaf
SAMN39205881	Leaf tissue from V4 stage	leaf
SAMN39205880	Leaf tissue from V4 stage	leaf
SAMN39205879	Leaf tissue from V4 stage	leaf
SAMN39205878	Leaf tissue from V4 stage	leaf
SAMN39205877	Leaf tissue from V4 stage	leaf
SAMN39205876	Leaf tissue from V4 stage	leaf
SAMN39205875	Leaf tissue from V4 stage	leaf
SAMN39205874	Leaf tissue from V4 stage	leaf
SAMN39205873	Leaf tissue from V4 stage	leaf
SAMN39205872	Leaf tissue from V4 stage	leaf
SAMN39205871	Leaf tissue from V4 stage	leaf
SAMN39205870	Leaf tissue from V4 stage	leaf
SAMN39205869	Leaf tissue from V4 stage	leaf
SAMN39205868	Leaf tissue from V4 stage	leaf
SAMN39205867	Leaf tissue from V4 stage	leaf
SAMN39205866	Leaf tissue from V4 stage	leaf
SAMN39205865	Leaf tissue from V4 stage	leaf
SAMN39205864	Leaf tissue from V4 stage	leaf
SAMN39205863	Leaf tissue from V4 stage	leaf
SAMN39205862	Leaf tissue from V4 stage	leaf
SAMN39205861	Leaf tissue from V4 stage	leaf
SAMN39205860	Leaf tissue from V4 stage	leaf
SAMN39205859	Leaf tissue from V4 stage	leaf
SAMN39205858	Leaf tissue from V4 stage	leaf
SAMN39205857	Leaf tissue from V4 stage	leaf
SAMN39205856	Leaf tissue from V4 stage	leaf
SAMN39205855	Leaf tissue from V4 stage	leaf
SAMN39205854	Leaf tissue from V4 stage	leaf
SAMN39205853	Leaf tissue from V4 stage	leaf
SAMN39205852	Leaf tissue from V4 stage	leaf
SAMN39205851	Leaf tissue from V4 stage	leaf
SAMN39205850	Leaf tissue from V4 stage	leaf
SAMN39205849	Leaf tissue from V4 stage	leaf
SAMN39205848	Leaf tissue from V4 stage	leaf
SAMN39205847	Leaf tissue from V4 stage	leaf
SAMN39205846	Leaf tissue from V4 stage	leaf
SAMN39205845	Leaf tissue from V4 stage	leaf
SAMN39205844	Leaf tissue from V4 stage	leaf
SAMN39205843	Leaf tissue from V4 stage	leaf
SAMN39205842	Leaf tissue from V4 stage	leaf
SAMN39205841	Leaf tissue from V4 stage	leaf
SAMN39205840	Leaf tissue from V4 stage	leaf
SAMN39205839	Leaf tissue from V4 stage	leaf
SAMN39205838	Leaf tissue from V4 stage	leaf
SAMN39205837	Leaf tissue from V4 stage	leaf
SAMN39205836	Leaf tissue from V4 stage	leaf
SAMN39205835	Leaf tissue from V4 stage	leaf
SAMN39205834	Leaf tissue from V4 stage	leaf
SAMN39205833	Leaf tissue from V4 stage	leaf
SAMN39205832	Leaf tissue from V4 stage	leaf
SAMN39205831	Leaf tissue from V4 stage	leaf
SAMN39205830	Leaf tissue from V4 stage	leaf
SAMN39205829	Leaf tissue from V4 stage	leaf
SAMN39205828	Leaf tissue from V4 stage	leaf
SAMN39205827	Leaf tissue from V4 stage	leaf
SAMN39205826	Leaf tissue from V4 stage	leaf
SAMN39205825	Leaf tissue from V4 stage	leaf
SAMN39205824	Leaf tissue from V4 stage	leaf
SAMN39205823	Leaf tissue from V4 stage	leaf
SAMN39205822	Leaf tissue from V4 stage	leaf
SAMN39205821	Leaf tissue from V4 stage	leaf
SAMN39205820	Leaf tissue from V4 stage	leaf
SAMN39205819	Leaf tissue from V4 stage	leaf
SAMN39205818	Leaf tissue from V4 stage	leaf
SAMN39205817	Leaf tissue from V4 stage	leaf
SAMN39205816	Leaf tissue from V4 stage	leaf
SAMN39205815	Leaf tissue from V4 stage	leaf
SAMN39205814	Leaf tissue from V4 stage	leaf
SAMN39205813	Leaf tissue from V4 stage	leaf
SAMN39205812	Leaf tissue from V4 stage	leaf
SAMN39205811	Leaf tissue from V4 stage	leaf
SAMN39205810	Leaf tissue from V4 stage	leaf
SAMN39205809	Leaf tissue from V4 stage	leaf
SAMN39205808	Leaf tissue from V4 stage	leaf
SAMN39205807	Leaf tissue from V4 stage	leaf
SAMN39205806	Leaf tissue from V4 stage	leaf
SAMN39205805	Leaf tissue from V4 stage	leaf
SAMN39205804	Leaf tissue from V4 stage	leaf
SAMN39205803	Leaf tissue from V4 stage	leaf
SAMN39205802	Leaf tissue from V4 stage	leaf
SAMN39205801	Leaf tissue from V4 stage	leaf
SAMN39205800	Leaf tissue from V4 stage	leaf
SAMN39205799	Leaf tissue from V4 stage	leaf
SAMN39205798	Leaf tissue from V4 stage	leaf
SAMN39205797	Leaf tissue from V4 stage	leaf
SAMN39205796	Leaf tissue from V4 stage	leaf
SAMN39205795	Leaf tissue from V4 stage	leaf
SAMN39205794	Leaf tissue from V4 stage	leaf
SAMN39205793	Leaf tissue from V4 stage	leaf
SAMN39205792	Leaf tissue from V4 stage	leaf
SAMN39205791	Leaf tissue from V4 stage	leaf
SAMN39205790	Leaf tissue from V4 stage	leaf
SAMN39205789	Leaf tissue from V4 stage	leaf
SAMN39205788	Leaf tissue from V4 stage	leaf
SAMN39205787	Leaf tissue from V4 stage	leaf
SAMN39205786	Leaf tissue from V4 stage	leaf
SAMN39205785	Leaf tissue from V4 stage	leaf
SAMN39205784	Leaf tissue from V4 stage	leaf
SAMN39205783	Leaf tissue from V4 stage	leaf
SAMN39205782	Leaf tissue from V4 stage	leaf
SAMN39205781	Leaf tissue from V4 stage	leaf
SAMN39205780	Leaf tissue from V4 stage	leaf
SAMN39205779	Leaf tissue from V4 stage	leaf
SAMN39205778	Leaf tissue from V4 stage	leaf
SAMN39205777	Leaf tissue from V4 stage	leaf
SAMN39205776	Leaf tissue from V4 stage	leaf
SAMN39205775	Leaf tissue from V4 stage	leaf
SAMN39205774	Leaf tissue from V4 stage	leaf
SAMN39205773	Leaf tissue from V4 stage	leaf
SAMN39205772	Leaf tissue from V4 stage	leaf
SAMN39205771	Leaf tissue from V4 stage	leaf
SAMN39205770	Leaf tissue from V4 stage	leaf
SAMN39205769	Leaf tissue from V4 stage	leaf
SAMN39205768	Leaf tissue from V4 stage	leaf
SAMN39205767	Leaf tissue from V4 stage	leaf
SAMN39205766	Leaf tissue from V4 stage	leaf
SAMN39205765	Leaf tissue from V4 stage	leaf
SAMN39205764	Leaf tissue from V4 stage	leaf
SAMN39205763	Leaf tissue from V4 stage	leaf
SAMN39205762	Leaf tissue from V4 stage	leaf
SAMN39205761	Leaf tissue from V4 stage	leaf
SAMN39205760	Leaf tissue from V4 stage	leaf
SAMN39205759	Leaf tissue from V4 stage	leaf
SAMN39205758	Leaf tissue from V4 stage	leaf
SAMN39205757	Leaf tissue from V4 stage	leaf
SAMN39205756	Leaf tissue from V4 stage	leaf
SAMN39205755	Leaf tissue from V4 stage	leaf
SAMN39205754	Leaf tissue from V4 stage	leaf
SAMN39205753	Leaf tissue from V4 stage	leaf
SAMN39205752	Leaf tissue from V4 stage	leaf
SAMN39205751	Leaf tissue from V4 stage	leaf
SAMN39205750	Leaf tissue from V4 stage	leaf
SAMN39205749	Leaf tissue from V4 stage	leaf
SAMN39205748	Leaf tissue from V4 stage	leaf
SAMN39205747	Leaf tissue from V4 stage	leaf
SAMN39205746	Leaf tissue from V4 stage	leaf
SAMN39205745	Leaf tissue from V4 stage	leaf
SAMN39205744	Leaf tissue from V4 stage	leaf
SAMN39205743	Leaf tissue from V4 stage	leaf
SAMN39205742	Leaf tissue from V4 stage	leaf
SAMN39205741	Leaf tissue from V4 stage	leaf
SAMN39205740	Leaf tissue from V4 stage	leaf
SAMN39205739	Leaf tissue from V4 stage	leaf
SAMN39205738	Leaf tissue from V4 stage	leaf
SAMN39205737	Leaf tissue from V4 stage	leaf
SAMN39205736	Leaf tissue from V4 stage	leaf
SAMN39205735	Leaf tissue from V4 stage	leaf
SAMN39205734	Leaf tissue from V4 stage	leaf
SAMN39205733	Leaf tissue from V4 stage	leaf
SAMN39205732	Leaf tissue from V4 stage	leaf
SAMN39205731	Leaf tissue from V4 stage	leaf
SAMN39205730	Leaf tissue from V4 stage	leaf
SAMN39205729	Leaf tissue from V4 stage	leaf
SAMN39205728	Leaf tissue from V4 stage	leaf
SAMN39205727	Leaf tissue from V4 stage	leaf
SAMN39205726	Leaf tissue from V4 stage	leaf
SAMN39205725	Leaf tissue from V4 stage	leaf
SAMN39205724	Leaf tissue from V4 stage	leaf
SAMN39205723	Leaf tissue from V4 stage	leaf
SAMN39205722	Leaf tissue from V4 stage	leaf
SAMN39205721	Leaf tissue from V4 stage	leaf
SAMN39205720	Leaf tissue from V4 stage	leaf
SAMN39205719	Leaf tissue from V4 stage	leaf
SAMN39205718	Leaf tissue from V4 stage	leaf
SAMN39205717	Leaf tissue from V4 stage	leaf
SAMN39205716	Leaf tissue from V4 stage	leaf
SAMN39205715	Leaf tissue from V4 stage	leaf
SAMN39205714	Leaf tissue from V4 stage	leaf
SAMN39205713	Leaf tissue from V4 stage	leaf
SAMN39205712	Leaf tissue from V4 stage	leaf
SAMN39205711	Leaf tissue from V4 stage	leaf
SAMN39205710	Leaf tissue from V4 stage	leaf
SAMN39205709	Leaf tissue from V4 stage	leaf
SAMN39205708	Leaf tissue from V4 stage	leaf
SAMN39205707	Leaf tissue from V4 stage	leaf
SAMN39205706	Leaf tissue from V4 stage	leaf
SAMN39205705	Leaf tissue from V4 stage	leaf
SAMN39205704	Leaf tissue from V4 stage	leaf
SAMN39205703	Leaf tissue from V4 stage	leaf
SAMN39205702	Leaf tissue from V4 stage	leaf
SAMN39205701	Leaf tissue from V4 stage	leaf
SAMN39205700	Leaf tissue from V4 stage	leaf
SAMN39205699	Leaf tissue from V4 stage	leaf
SAMN39205698	Leaf tissue from V4 stage	leaf
SAMN39205697	Leaf tissue from V4 stage	leaf
SAMN39205696	Leaf tissue from V4 stage	leaf
SAMN39205695	Leaf tissue from V4 stage	leaf
SAMN39205694	Leaf tissue from V4 stage	leaf
SAMN39205693	Leaf tissue from V4 stage	leaf
SAMN39205692	Leaf tissue from V4 stage	leaf
SAMN39205691	Leaf tissue from V4 stage	leaf
SAMN39205690	Leaf tissue from V4 stage	leaf
SAMN39205689	Leaf tissue from V4 stage	leaf
SAMN39205688	Leaf tissue from V4 stage	leaf
SAMN39205687	Leaf tissue from V4 stage	leaf
SAMN39205686	Leaf tissue from V4 stage	leaf
SAMN39205685	Leaf tissue from V4 stage	leaf
SAMN39205684	Leaf tissue from V4 stage	leaf
SAMN39205683	Leaf tissue from V4 stage	leaf
SAMN39205682	Leaf tissue from V4 stage	leaf
SAMN39205681	Leaf tissue from V4 stage	leaf
SAMN39205680	Leaf tissue from V4 stage	leaf
SAMN39205679	Leaf tissue from V4 stage	leaf
SAMN39205678	Leaf tissue from V4 stage	leaf
SAMN39205677	Leaf tissue from V4 stage	leaf
SAMN39205676	Leaf tissue from V4 stage	leaf
SAMN39205675	Leaf tissue from V4 stage	leaf
SAMN39205674	Leaf tissue from V4 stage	leaf
SAMN39205673	Leaf tissue from V4 stage	leaf
SAMN39205672	Leaf tissue from V4 stage	leaf
SAMN39205671	Leaf tissue from V4 stage	leaf
SAMN39205670	Leaf tissue from V4 stage	leaf
SAMN39205669	Leaf tissue from V4 stage	leaf
SAMN39205668	Leaf tissue from V4 stage	leaf
SAMN39205667	Leaf tissue from V4 stage	leaf
SAMN39205666	Leaf tissue from V4 stage	leaf
SAMN39205665	Leaf tissue from V4 stage	leaf
SAMN39205664	Leaf tissue from V4 stage	leaf
SAMN39205663	Leaf tissue from V4 stage	leaf
SAMN39205662	Leaf tissue from V4 stage	leaf
SAMN45933606	leaf	leaf
SAMN45933605	leaf	leaf
SAMN45933604	leaf	leaf
SAMN45933603	leaf	leaf
SAMN45933602	leaf	leaf
SAMN45933601	leaf	leaf
SAMN45933600	leaf	leaf
SAMN45933599	leaf	leaf
SAMN45933598	leaf	leaf
SAMN45933597	leaf	leaf
SAMN45933596	leaf	leaf
SAMN45933595	leaf	leaf
SAMN45933594	leaf	leaf
SAMN45933593	leaf	leaf
SAMN45933592	leaf	leaf
SAMN45933591	leaf	leaf
SAMN45933590	leaf	leaf
SAMN45933589	leaf	leaf
SAMN40212190	SPIKE	aerial_other
SAMN40212187	SPIKE	aerial_other
SAMN40212183	FLAG LEAF	leaf
SAMN40212180	FLAG LEAF	leaf
SAMN41552907	anther	aerial_other
SAMN41552906	anther	aerial_other
SAMN41552905	anther	aerial_other
SAMN41552904	anther	aerial_other
SAMN41552903	anther	aerial_other
SAMN41552902	anther	aerial_other
SAMN41471097	Leaf	leaf
SAMN41471093	Leaf	leaf
SAMN41471092	Leaf	leaf
SAMN41471091	Leaf	leaf
SAMN41471087	Leaf	leaf
SAMN41471086	Leaf	leaf
SAMN41471085	Leaf	leaf
SAMN41471081	Leaf	leaf
SAMN41471080	Leaf	leaf
SAMN41471079	Leaf	leaf
SAMN41471075	Leaf	leaf
SAMN41471074	Leaf	leaf
SAMN41471073	Leaf	leaf
SAMN41471071	Leaf	leaf
SAMN41471069	Leaf	leaf
SAMN40936812	leaf	leaf
SAMN40936811	leaf	leaf
SAMN40936810	leaf	leaf
SAMN39405754	Leaf	leaf
SAMN33620647	Leaf	leaf
SAMN33620646	Leaf	leaf
SAMN33620645	Leaf	leaf
SAMN33620644	Leaf	leaf
SAMN33620643	Leaf	leaf
SAMN33620642	Leaf	leaf
SAMN33620641	Leaf	leaf
SAMN33620640	Leaf	leaf
SAMN33620639	Leaf	leaf
SAMN33620638	Leaf	leaf
SAMN33620637	Leaf	leaf
SAMN33620636	Leaf	leaf
SAMN24619380	leaf	leaf
SAMN41217664	anther	aerial_other
SAMN41217663	anther	aerial_other
SAMN41217662	anther	aerial_other
SAMN41217661	anther	aerial_other
SAMN41217660	anther	aerial_other
SAMN41217659	anther	aerial_other
SAMN41217658	anther	aerial_other
SAMN41217657	anther	aerial_other
SAMN41217656	anther	aerial_other
SAMN41217637	anther	aerial_other
SAMN41217636	anther	aerial_other
SAMN41217635	anther	aerial_other
SAMN41217634	anther	aerial_other
SAMN41217633	anther	aerial_other
SAMN41217632	anther	aerial_other
SAMN41217631	anther	aerial_other
SAMN41217630	anther	aerial_other
SAMN41217629	anther	aerial_other
SAMN41217610	anther	aerial_other
SAMN41217609	anther	aerial_other
SAMN41217608	anther	aerial_other
SAMN41217607	anther	aerial_other
SAMN41217606	anther	aerial_other
SAMN41217605	anther	aerial_other
SAMN41217604	anther	aerial_other
SAMN41217603	anther	aerial_other
SAMN41217602	anther	aerial_other
SAMN41217583	anther	aerial_other
SAMN41217582	anther	aerial_other
SAMN41217581	anther	aerial_other
SAMN41217580	anther	aerial_other
SAMN41217579	anther	aerial_other
SAMN41217578	anther	aerial_other
SAMN41217577	anther	aerial_other
SAMN41217576	anther	aerial_other
SAMN41217575	anther	aerial_other
SAMN41217556	anther	aerial_other
SAMN41217555	anther	aerial_other
SAMN41217554	anther	aerial_other
SAMN41217553	anther	aerial_other
SAMN41217552	anther	aerial_other
SAMN41217551	anther	aerial_other
SAMN41217550	anther	aerial_other
SAMN41217549	anther	aerial_other
SAMN41217548	anther	aerial_other
SAMN41217529	anther	aerial_other
SAMN41217528	anther	aerial_other
SAMN41217527	anther	aerial_other
SAMN41217526	anther	aerial_other
SAMN41217525	anther	aerial_other
SAMN41217524	anther	aerial_other
SAMN41217523	anther	aerial_other
SAMN41217522	anther	aerial_other
SAMN41217521	anther	aerial_other
SAMN41217502	anther	aerial_other
SAMN41217501	anther	aerial_other
SAMN41217500	anther	aerial_other
SAMN41217499	anther	aerial_other
SAMN41217498	anther	aerial_other
SAMN41217497	anther	aerial_other
SAMN41217496	anther	aerial_other
SAMN41217495	anther	aerial_other
SAMN41217494	anther	aerial_other
SAMN45950654	leaf	leaf
SAMN45950653	leaf	leaf
SAMN45950652	leaf	leaf
SAMN40975851	leaf	leaf
SAMN40975850	leaf	leaf
SAMN40975849	leaf	leaf
SAMN40975848	leaf	leaf
SAMN40975847	leaf	leaf
SAMN40975846	leaf	leaf
SAMN40975844	leaf	leaf
SAMN40975843	leaf	leaf
SAMN40975842	leaf	leaf
SAMN40975841	leaf	leaf
SAMN40975840	leaf	leaf
SAMN40975839	leaf	leaf
SAMN40975838	leaf	leaf
SAMN40975837	leaf	leaf
SAMN40975836	leaf	leaf
SAMN40975835	leaf	leaf
SAMN40975834	leaf	leaf
SAMN40975833	leaf	leaf
SAMN40975832	leaf	leaf
SAMN40975831	leaf	leaf
SAMN40975830	leaf	leaf
SAMN40975829	leaf	leaf
SAMN40975828	leaf	leaf
SAMN40975827	leaf	leaf
SAMN40975826	leaf	leaf
SAMN40975825	leaf	leaf
SAMN40975824	leaf	leaf
SAMN40975823	leaf	leaf
SAMN40975822	leaf	leaf
SAMN40975821	leaf	leaf
SAMN39861546	leaves	leaf
SAMN42503149	leaf	leaf
SAMN42503148	leaf	leaf
SAMN42503147	leaf	leaf
SAMN42503146	leaf	leaf
SAMN42503145	leaf	leaf
SAMN42503144	leaf	leaf
SAMN42503143	leaf	leaf
SAMN42503142	leaf	leaf
SAMN42503141	leaf	leaf
SAMN42503140	leaf	leaf
SAMN42503139	leaf	leaf
SAMN42503138	leaf	leaf
SAMN41522577	leaf	leaf
SAMN41522576	leaf	leaf
SAMN41522575	leaf	leaf
SAMN45807463	Shoot	aerial_other
SAMN45807462	Shoot	aerial_other
SAMN45807461	Shoot	aerial_other
SAMN45807460	Shoot	aerial_other
SAMN45807459	Shoot	aerial_other
SAMN45807458	Shoot	aerial_other
SAMN45807457	Shoot	aerial_other
SAMN45807456	Shoot	aerial_other
SAMN45532734	leaves	leaf
SAMN25223039	leaf	leaf
SAMN25223038	leaf	leaf
SAMN25223035	leaf	leaf
SAMN25223034	leaf	leaf
SAMN25223031	leaf	leaf
SAMN25223030	leaf	leaf
SAMN25223027	leaf	leaf
SAMN25223026	leaf	leaf
SAMN25223023	leaf	leaf
SAMN25223022	leaf	leaf
SAMN25223019	leaf	leaf
SAMN25223018	leaf	leaf
SAMN25223015	leaf	leaf
SAMN25223014	leaf	leaf
SAMN25223011	leaf	leaf
SAMN25223010	leaf	leaf
SAMN45496304	Leaf	leaf
SAMN45496303	Leaf	leaf
SAMN45496302	Leaf	leaf
SAMN45496301	Leaf	leaf
SAMN45496299	Leaf	leaf
SAMN45496298	Leaf	leaf
SAMN45496297	Leaf	leaf
SAMN45496296	Leaf	leaf
SAMN45496295	Leaf	leaf
SAMN45496294	Leaf	leaf
SAMN45496293	Leaf	leaf
SAMN45496292	Leaf	leaf
SAMN45496290	Leaf	leaf
SAMN45496289	Leaf	leaf
SAMN45496288	Leaf	leaf
SAMN45496287	Leaf	leaf
SAMN45496286	Leaf	leaf
SAMN45496285	Leaf	leaf
SAMN45496283	Leaf	leaf
SAMN45496282	Leaf	leaf
SAMN45496281	Leaf	leaf
SAMN45810499	ear	aerial_other
SAMN45810498	ear	aerial_other
SAMN45810497	ear	aerial_other
SAMN45810496	ear	aerial_other
SAMN45810495	ear	aerial_other
SAMN45810494	ear	aerial_other
SAMN45810493	ear	aerial_other
SAMN45810492	ear	aerial_other
SAMN45810491	ear	aerial_other
SAMN45810490	ear	aerial_other
SAMN45810489	ear	aerial_other
SAMN45810488	ear	aerial_other
SAMN45810487	ear	aerial_other
SAMN45810486	ear	aerial_other
SAMN45810485	ear	aerial_other
SAMN45810484	ear	aerial_other
SAMN45810483	ear	aerial_other
SAMN45810482	ear	aerial_other
SAMN45810481	ear	aerial_other
SAMN45810480	ear	aerial_other
SAMN45810479	ear	aerial_other
SAMN45810478	ear	aerial_other
SAMN45810477	ear	aerial_other
SAMN45810476	ear	aerial_other
SAMN45810475	ear	aerial_other
SAMN45810474	ear	aerial_other
SAMN45810473	ear	aerial_other
SAMN45810472	ear	aerial_other
SAMN45810471	ear	aerial_other
SAMN45810470	ear	aerial_other
SAMN45810469	ear	aerial_other
SAMN45810468	ear	aerial_other
SAMN45810467	ear	aerial_other
SAMN45810466	ear	aerial_other
SAMN45810465	ear	aerial_other
SAMN45810464	ear	aerial_other
SAMN45810463	ear	aerial_other
SAMN45810462	ear	aerial_other
SAMN45810461	ear	aerial_other
SAMN45810460	ear	aerial_other
SAMN45810459	ear	aerial_other
SAMN45810458	ear	aerial_other
SAMN45810457	ear	aerial_other
SAMN45810456	ear	aerial_other
SAMD00853099	Leaf	leaf
SAMD00853098	Leaf	leaf
SAMN43541389	flower bud	aerial_other
SAMN43541388	flower bud	aerial_other
SAMN43541387	pseudobulb	aerial_other
SAMN43541386	pseudobulb	aerial_other
SAMN43541385	leaf	leaf
SAMN43541384	leaf	leaf
SAMN43541381	leaf	leaf
SAMN43541380	leaf	leaf
SAMN43541377	leaf	leaf
SAMN43541376	leaf	leaf
SAMN43541375	pseudobulb	aerial_other
SAMN43541374	pseudobulb	aerial_other
SAMN43541373	leaf	leaf
SAMN43541372	leaf	leaf
SAMN43541371	flower bud	aerial_other
SAMN43541370	flower bud	aerial_other
SAMN43541367	pseudobulb	aerial_other
SAMN43541366	pseudobulb	aerial_other
SAMN43541365	leaf	leaf
SAMN43541364	leaf	leaf
SAMN43541361	pseudobulb	aerial_other
SAMN43541360	pseudobulb	aerial_other
SAMN43541359	leaf	leaf
SAMN43541358	leaf	leaf
SAMN43541355	pseudobulb	aerial_other
SAMN43541354	pseudobulb	aerial_other
SAMN43541353	leaf	leaf
SAMN43541352	leaf	leaf
SAMN43541349	pseudobulb	aerial_other
SAMN43541348	pseudobulb	aerial_other
SAMN43541347	leaf	leaf
SAMN43541346	leaf	leaf
SAMN43541343	pseudobulb	aerial_other
SAMN43541342	pseudobulb	aerial_other
